ville;année;sexe;categorie;deces_categorie;deces_ville;pourcentage_ville
-1;12;M;6;112551;270854;0,415541
-1;12;M;7;5034;270854;0,0185857
-1;12;M;8;1675;270854;0,00618414
-1;12;M;9;7054;270854;0,0260436
-1;12;M;10;12327;270854;0,0455116
-1;12;M;11;15534;270854;0,0573519
-1;13;T;0;6972;518699;0,0134413
-1;13;T;1;4095;518699;0,00789475
-1;13;T;2;143941;518699;0,277504
-1;13;T;3;15444;518699;0,0297745
-1;13;T;4;12171;518699;0,0234645
-1;13;T;5;11179;518699;0,0215520
-1;13;T;6;233815;518699;0,450772
-1;13;T;7;11549;518699;0,0222653
-1;13;T;8;2769;518699;0,00533836
-1;13;T;9;8932;518699;0,0172200
-1;13;T;10;24773;518699;0,0477599
-1;13;T;11;31632;518699;0,0609833
-1;13;F;0;3609;249022;0,0144927
-1;13;F;1;672;249022;0,00269856
-1;13;F;2;56544;249022;0,227064
-1;13;F;3;9402;249022;0,0377557
-1;13;F;4;6980;249022;0,0280297
-1;13;F;5;5851;249022;0,0234959
-1;13;F;6;122936;249022;0,493675
-1;13;F;7;6617;249022;0,0265719
-1;13;F;8;1234;249022;0,00495539
-1;13;F;9;2352;249022;0,00944495
-1;13;F;10;12330;249022;0,0495137
-1;13;F;11;15896;249022;0,0638337
-1;13;M;0;3363;269677;0,0124705
-1;13;M;1;3423;269677;0,0126930
-1;13;M;2;87397;269677;0,324080
-1;13;M;3;6042;269677;0,0224046
-1;13;M;4;5191;269677;0,0192490
-1;13;M;5;5328;269677;0,0197570
-1;13;M;6;110879;269677;0,411155
-1;13;M;7;4932;269677;0,0182885
-1;13;M;8;1535;269677;0,00569199
-1;13;M;9;6580;269677;0,0243996
-1;13;M;10;12443;269677;0,0461404
-1;13;M;11;15736;269677;0,0583513
-1;14;T;0;7219;529715;0,0136281
-1;14;T;1;4517;529715;0,00852723
-1;14;T;2;145935;529715;0,275497
-1;14;T;3;16214;529715;0,0306089
-1;14;T;4;12902;529715;0,0243565
-1;14;T;5;11567;529715;0,0218363
-1;14;T;6;239662;529715;0,452436
-1;14;T;7;12213;529715;0,0230558
-1;14;T;8;2963;529715;0,00559357
-1;14;T;9;8844;529715;0,0166958
-1;14;T;10;24478;529715;0,0462098
-1;14;T;11;32619;529715;0,0615784
-1;14;F;0;3770;255693;0,0147442
-1;14;F;1;805;255693;0,00314831
-1;14;F;2;57570;255693;0,225153
-1;14;F;3;9915;255693;0,0387770
-1;14;F;4;7551;255693;0,0295315
-1;14;F;5;6163;255693;0,0241031
-1;14;F;6;126150;255693;0,493365
-1;14;F;7;7137;255693;0,0279124
-1;14;F;8;1303;255693;0,00509595
-1;14;F;9;2395;255693;0,00936670
-1;14;F;10;12257;255693;0,0479364
-1;14;F;11;16332;255693;0,0638735
-1;14;M;0;3449;274022;0,0125866
-1;14;M;1;3712;274022;0,0135464
-1;14;M;2;88365;274022;0,322474
-1;14;M;3;6299;274022;0,0229872
-1;14;M;4;5351;274022;0,0195276
-1;14;M;5;5404;274022;0,0197210
-1;14;M;6;113512;274022;0,414244
-1;14;M;7;5076;274022;0,0185241
-1;14;M;8;1660;274022;0,00605791
-1;14;M;9;6449;274022;0,0235346
-1;14;M;10;12221;274022;0,0445986
-1;14;M;11;16287;274022;0,0594368
-1;15;T;0;7418;517560;0,0143326
-1;15;T;1;4807;517560;0,00928781
-1;15;T;2;144275;517560;0,278760
-1;15;T;3;16031;517560;0,0309742
-1;15;T;4;13091;517560;0,0252937
-1;15;T;5;12004;517560;0,0231934
-1;15;T;6;229297;517560;0,443035
-1;15;T;7;12211;517560;0,0235934
-1;15;T;8;2975;517560;0,00574813
-1;15;T;9;8353;517560;0,0161392
-1;15;T;10;23574;517560;0,0455483
-1;15;T;11;32614;517560;0,0630149
-1;15;F;0;3828;248355;0,0154134
-1;15;F;1;858;248355;0,00345473
-1;15;F;2;56924;248355;0,229204
-1;15;F;3;9605;248355;0,0386745
-1;15;F;4;7598;248355;0,0305933
-1;15;F;5;6392;248355;0,0257374
-1;15;F;6;120080;248355;0,483501
-1;15;F;7;7057;248355;0,0284150
-1;15;F;8;1395;248355;0,00561696
-1;15;F;9;2353;248355;0,00947434
-1;15;F;10;11685;248355;0,0470496
-1;15;F;11;16269;248355;0,0655070
-1;15;M;0;3590;269205;0,0133356
-1;15;M;1;3949;269205;0,0146691
-1;15;M;2;87351;269205;0,324478
-1;15;M;3;6426;269205;0,0238703
-1;15;M;4;5493;269205;0,0204045
-1;15;M;5;5612;269205;0,0208466
-1;15;M;6;109217;269205;0,405702
-1;15;M;7;5154;269205;0,0191453
-1;15;M;8;1580;269205;0,00586913
-1;15;M;9;6000;269205;0,0222878
